id,name,Title analysis,Components counts
792526288868546214,2 rooms for 4 travelers near Khaosan road,"['Bedroom Count', 'Proximity to Transit', 'Location Details']",3
792561823340366012,Private single room near Khaosan,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",4
792639789185590493,Home away from Home in a Residential area,"['Themed Features', 'Location Details']",2
792665012233325391,Budget single fan share bathroom -2,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Amenities']",4
792683978483611621,ใช้เช่า/ขายห้องศุภาลัยรีเวอร์เพลส,['Property Type'],1
792695788501571346,@42 Service Apartment/Near wat Phra Kaew,"['Themed Features', 'Property Type', 'Proximity to Transit']",3
792904322010456702,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
792993470128465671,"Your Home in BKK, BTS S4 station","['Themed Features', 'Proximity to Transit']",2
793016012634368887,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793021044699025523,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793025895100582382,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793028484616439993,Apartment Romklao Latkrabang monthly rate,"['Property Type', 'Location Details']",2
793031517896644632,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793034603096975273,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793038135444141425,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793099445761864664,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793102471984341506,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793128466618411541,"Your Home in BKK, BTS S4 Station","['Themed Features', 'Proximity to Transit']",2
793223964140443693,An apartment close to BTS.,"['Property Type', 'Proximity to Transit']",2
793235527460607828,Monthly,[],0
793278772619642914,Charming 4-Bedroom for 12 Ari & City view rooftop,"['Descriptive Adjectives', 'Bedroom Count', 'Location Details', 'View']",4
793278837029109819,Pratunam Bangkok near Hotel 1R2A,"['Location Details', 'Themed Features', 'Bedroom Count']",3
793341509045683059,Pratunam Bangkok Hotel 1R/2A/1Kd,"['Location Details', 'Themed Features', 'Bedroom Count']",3
793372069136803541,20%Off 1Br Hyde SUK11 BTS NANA Luxury City Center,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Themed Features']",4
793666189756891934,"CBD Bed & Bath 210, BKK BTS S4 St. Louis Station","['Themed Features', 'Proximity to Transit']",2
793687424624653758,"CBD Bed & Bath 213, BKK BTS S4 St. Louis Station","['Themed Features', 'Proximity to Transit']",2
793705101371778511,Sukhumvit 4 Near Nana Plaza Hostel 1R/1B/1A,"['Location Details', 'Proximity to Transit', 'Themed Features', 'Bedroom Count']",4
794159415197968210,Budget Double bed fan share bathroom,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities']",3
794266731373815947,Nana Phloen Chit Bangkok hotel - King bed /2A/1kid,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
794284446374554819,Nana Phloen Chit Bangkok hotel Twin bed 2A/1Kid 7y,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
794300415163161452,Nana Bangkok hotel-Premium Suite 1 Bed double,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
794472417273256121,The Residence BTS Onnut Studio,"['Themed Features', 'Proximity to Transit', 'Property Type']",3
794486258690197038,[101] Stylish Hidden Gem homely Suite,"['Themed Features', 'Descriptive Adjectives', 'Property Type']",3
794596972827414535,Studio Room Near BTS,"['Property Type', 'Proximity to Transit']",2
794819755010620622,"CBD Bed & Bath 212, BKK BTS S4 St. Louis Station","['Themed Features', 'Proximity to Transit']",2
794851048148052208,Budget Twins share bathroom-2,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities']",3
795151959314070768,"CBD Bed & Bath 211, BKK BTS S4 St. Louis Station","['Themed Features', 'Proximity to Transit']",2
795181825960768851,Studio room Sukhumvit near BTS,"['Property Type', 'Location Details', 'Proximity to Transit']",3
795212102814049325,Quiet place with Sofa bed near BTS and Jodd Fair,"['Descriptive Adjectives', 'Amenities', 'Proximity to Transit']",3
795277011386845182,คุ้มพลา Holiday Home บ้านพักผ่อน,"['Themed Features', 'Property Type']",2
795341970446103970,The Residence 1 BR BTS Onnut,"['Themed Features', 'Bedroom Count', 'Proximity to Transit']",3
795343054566718700,R702/10minstoMRT/NearNightMarket,"['Themed Features', 'Proximity to Transit', 'Themed Features']",3
795384449650668450,walking distance to Soi 11 48SQM,"['Proximity to Transit', 'Location Details']",2
795520419469728481,Monacoco Luxury Hotel,"['Themed Features', 'Property Type', 'Descriptive Adjectives']",3
795534444478599927,2BR. River & City View. Near MRT. Spacious. Comfy.,"['Bedroom Count', 'View', 'Proximity to Transit', 'Descriptive Adjectives']",4
795576249917899570,Condo U-delight ห้วยขวาง,"['Property Type', 'Location Details']",2
795832637565074520,Linesin - Aspire Sukhumvit-On Nut,"['Themed Features', 'Location Details']",2
795929026325933857,SO Weensy: Room on Surawong road,"['Themed Features', 'Location Details']",2
795938543907314313,Cozy Home,"['Descriptive Adjectives', 'Themed Features']",2
796001070190913203,53sq PrimeLocation Sukhumvit23 ASOK bts Terminal21,"['Location Details', 'Proximity to Transit', 'Themed Features']",3
796004536352759058,Earthquake-Resistant with Great Amenities!,"['Amenities', 'Descriptive Adjectives']",2
796044231731508564,Nice property best area nearBts,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit']",3
796062126267235753,K21 Suvarnabhumi Romklao Studio,"['Themed Features', 'Location Details', 'Property Type']",3
796081830446597736,Trendy lifestyle In a calm & sophisticated area,"['Descriptive Adjectives', 'Location Details']",2
796118441080430796,Exclusive Airbnb- 3 min to Nana BTS,"['Themed Features', 'Proximity to Transit']",2
796153014705124704,Luxury1BRunlimitedpool•gym•1min toThonglor BTS#A21,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Proximity to Transit', 'Themed Features']",5
796177574093904604,At Thonglor 23 Hotel 1 bedroom,"['Location Details', 'Property Type', 'Bedroom Count']",3
796228314887344155,Cozy Villa by Canal near BTS Onnut Bangkok,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Location Details']",4
796294430378180048,Le Luk Condo 126 square meters,"['Property Type', 'Themed Features']",2
796665483559904239,Luxury Room with Terrace & Bath in Art-Deco House,"['Descriptive Adjectives', 'Amenities', 'Themed Features', 'Property Type']",4
796668771997956985,Large Studio Apartment Sukhumvit large balcony,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Amenities']",4
796688899631159131,晚霞夜景,['View'],1
796717259136240749,限时特价~高景观超大一室一厅近火车夜市ek试管医院rca夜店,"['Themed Features', 'Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Themed Features']",5
796735966545970138,沙吞轻轨旁温馨一卧室，带泳池和健身房,"['Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Amenities']",4
796897298029374409,"Luxury, 5 min to MRT, Wi-fi, Pool, Sauna, Steam","['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
797212054637548946,2 Studio room near BTS Asok,"['Bedroom Count', 'Property Type', 'Proximity to Transit']",3
797371527165059500,Artist House & Gallery - 5 Guest Suites for 17 pax,"['Themed Features', 'Property Type', 'Bedroom Count']",3
797379103264598780,Plum Condo Rama 2 & 65” 4k QLED TV,"['Property Type', 'Location Details', 'Amenities']",3
797382811807501474,Private Cozy room near Suvarnabhumi Airport BKK,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Location Details']",4
797390909994712530,Monthly Thonglor suite Washer HiSpeed Int SmartTV,"['Themed Features', 'Amenities']",2
797409953304573758,BTS On Nut/Center City Street Food/FreeShuttleBus,"['Proximity to Transit', 'Themed Features', 'Amenities']",3
797451645257227101,Superior@RedDoorz A Room Bangkok,"['Themed Features', 'Property Type']",2
797467878069315754,HighCeiling Deluxe@RedDoorzARoom,"['Themed Features', 'Amenities']",2
797470206602698922,DuplexFamilyRoom@RedDoorz A Room,"['Themed Features', 'Property Type']",2
797506828757080854,Matria / 2Br / 2Baht / Near RCA,"['Themed Features', 'Bedroom Count', 'Proximity to Transit']",3
797660414487905800,Standard Double@RedDoorz KhunNoy,"['Themed Features', 'Bedroom Count']",2
797669857640730130,SuperiorDouble@RedDoorz Khun Noy,"['Themed Features', 'Bedroom Count']",2
797757484330832366,Pratunam Bangkok near Hotel 2A.1K.2B.1R,"['Location Details', 'Themed Features', 'Bedroom Count']",3
797785124987185386,Pratunam Bangkok near Hotel 2A.1K.1R.1B,"['Location Details', 'Themed Features', 'Bedroom Count']",3
797795960804614014,Pratunam Bangkok near Hotel 2A.2B.1R,"['Location Details', 'Themed Features', 'Bedroom Count']",3
798048662095880479,lovely home in center Chidlom Pratunam Malls,"['Location Details', 'Property Type', 'Descriptive Adjectives']",3
798064805801880200,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,"['Proximity to Transit', 'Property Type', 'Amenities', 'Themed Features']",4
798103820601923961,AS02：曼谷沙吞/品牌酒店服務公寓/一房一廳/雙床房型/免費網路WiFi/免費網路/洗衣機＆咖啡機,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
798120655115051971,AS03：Sathorn Serviced Apartment Hotel/One Bedroom,"['Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",4
798135413837954678,AS04：曼谷沙吞/品牌酒店公寓/獨立廚房/一房一廳/免費網路WiFi/雙床房型/陽台＆泳池＆健身房,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
798139694918810019,"[209] Newly renovated, cozy apartment","['Property Type', 'Descriptive Adjectives', 'Themed Features']",3
798157782799195505,JK07：曼谷沙吞/五星酒店服務式公寓/二房二衛/免費早餐＆桑拿＆泳池＆健身房＆兒童遊戲室,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
798158122565914489,Sukhumvit Studio Room near BTS,"['Location Details', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
798163689975655103,Admire Thonburi,['Location Details'],1
798179210960077017,"Condo in Rama 9 near RCA, MRT, IT Mall, Pool","['Location Details', 'Property Type', 'Proximity to Transit', 'Amenities']",4
798187989309684900,A301:Studio Room 24Sqm close to BTS Onnut,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features']",4
798254163514790400,Private 2 Bunk Bed @ RedDoorz Premium Podstel,"['Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",4
798262562414173897,Twin Share Bath@RedDoorz Premium Podstel,"['Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",4
798267359272405624,Standard Twin @RedDoorz Premium Podstel,"['Property Type', 'Bedroom Count', 'Themed Features']",3
798296708855587145,Unique in Khet Thon Buri,"['Location Details', 'Themed Features']",2
798310280276511775,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,"['Proximity to Transit', 'Property Type', 'Amenities', 'Themed Features']",4
798375462158756442,ขายคอนโดศุภาลัยริเวอร์ เฟลส,"['Property Type', 'Themed Features']",2
798412026835110476,"29fl. 34sqm. 500/500WiFi Workplace, Long stay","['Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",4
798425205707422423,Fabulous infinity pool 2bedrooms jodd fair asoke,"['Amenities', 'Bedroom Count', 'Location Details', 'Descriptive Adjectives']",4
798548783580199966,Central World Bangkok near hotel - 2A / 2 D'Beds,"['Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",4
798560050773039752,Central World Bangkok near hotel - 2A.1Bed Double,"['Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",4
798568580692014836,Central World Bangkok near hotel - 2A / Std. Twin,"['Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",4
798841779268949593,Studio near Bangsue Grand Railway Station.,"['Property Type', 'Proximity to Transit', 'Themed Features']",3
798856715318867256,"Condo at Wuttakat, Thailand","['Location Details', 'Property Type']",2
798860968201501047,The Unique 26,['Themed Features'],1
798917200690862992,81 Residence @ BTS Onnut,"['Property Type', 'Proximity to Transit', 'Themed Features']",3
798919804842974983,59 Residence @ BTS Thonglor,"['Property Type', 'Proximity to Transit', 'Themed Features']",3
799176979208740009,曼谷市中心素坤逸高端公寓park24/距离bts phrom phong500米/靠近贵妇商场/无边,"['Location Details', 'Property Type', 'Proximity to Transit', 'Amenities', 'Themed Features']",5
799552297401717397,Derm Khaosan Queen,"['Location Details', 'Themed Features']",2
799680663397519495,Home sweet home Nana Bts 5mns,"['Location Details', 'Proximity to Transit', 'Descriptive Adjectives']",3
799682032542453740,Studio one condo,"['Property Type', 'Bedroom Count']",2
799700455405975864,2 Bedrooms Suite near BTS Onnut,"['Bedroom Count', 'Property Type', 'Proximity to Transit']",3
799708629326907045,2 Bedroom Suite near BTS Onnut,"['Bedroom Count', 'Property Type', 'Proximity to Transit']",3
799797922004729400,Private 1 bed room near MRT Rama 9,"['Property Type', 'Bedroom Count', 'Proximity to Transit']",3
799822552614716491,Near Sirindhorn station 5 min Bangkok,"['Proximity to Transit', 'Location Details']",2
799847193687435434,Private+clean room Bangkapi mall,"['Property Type', 'Amenities', 'Location Details']",3
799886496440360520,Luxury room near MRT rama9,"['Property Type', 'Proximity to Transit', 'Descriptive Adjectives']",3
799912690538703001,"Riverview Condo near ICON SIAM, Hi Speed Internet.","['Location Details', 'Property Type', 'View', 'Amenities']",4
800140380784215986,【浮响 Ⅱ 】曼谷市中心高级公寓 高速wifi 300米到地铁 RCA,"['Location Details', 'Property Type', 'Proximity to Transit', 'Amenities', 'Themed Features']",5
800245200190579116,"Private-Cozy Room, Formosa Ratchayothin, BKK","['Property Type', 'Descriptive Adjectives', 'Location Details']",3
800246124342300964,Ekkamai House with lots of Trees,"['Property Type', 'Location Details', 'View', 'Descriptive Adjectives']",4
800296798151943287,One Bedroom Near BTS Thong Lor Sukhumvit 51,"['Bedroom Count', 'Proximity to Transit', 'Location Details', 'Property Type']",4
800348931834035233,Stunning River View 1.5Km to Icon Siam,"['View', 'Proximity to Transit', 'Location Details', 'Descriptive Adjectives']",4
800361688340239893,Two Bedroom Near BTS Thong Lor Sukhumvit 51,"['Bedroom Count', 'Proximity to Transit', 'Location Details', 'Property Type']",4
